ASN,CC,Name,IXP Number (IX-F ID),Switch Name,IPv4 Address,IPv6 Address,MAC Address,Vendor,MANRS,IXP Switch
59670,PL,SACOM,548,EPIX-KAT-4DC21-S074,178.216.40.178,2001:7f8:5b::178,90:e2:ba:3f:1c:d2,Intel Corporate,0,548+EPIX-KAT-4DC21-S074
24875,NL,NovoServe B.V.,681,asw1.ams2.nl,185.1.32.45,2001:7f8:8f::a502:4875:1,,,0,681+asw1.ams2.nl
49528,PL,ALFANET,548,EPIX-KAT-4DC21-S071,178.216.40.77,2001:7f8:5b::77,ac:1f:6b:f5:47:fc,"Super Micro Computer, Inc.",0,548+EPIX-KAT-4DC21-S071
205727,PL,ARUBA,346,rs1,212.91.0.200,,,,0,346+rs1
206319,PL,FIBRETECH,548,EPIX-KAT-4DC11-S023,178.216.40.78,2001:7f8:5b::78,40:b5:c1:bf:46:c0,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC11-S023
51948,PL,MARKOMPZAM,548,EPIX-WAR-LI01-S119,178.216.40.179,2001:7f8:5b::179,0C:C4:7A:BD:4E:40,"Super Micro Computer, Inc.",0,548+EPIX-WAR-LI01-S119
198401,PL,GECKONOWE,548,EPIX-WAR-LIM2-S158,178.216.40.81,2001:7f8:5b::91,a0:36:9f:67:09:b4,Intel Corporate,0,548+EPIX-WAR-LIM2-S158
200437,PL,kbto,346,rs1,212.91.0.152,,,,0,346+rs1
20960,PL,TKTELEKOM,548,EPIX-KAT-4DC11-S023,178.216.40.82,2001:7f8:5b::82,00:19:e8:76:b7:fe,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC11-S023
13000,PL,Leon Sp. z o.o.,548,EPIX-KAT-4DC21-S074,178.216.40.18,2001:7f8:5b::18,B0:C5:3C:5D:E9:38,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC21-S074
41327,NL,Fiber Telecom S.p.A.,681,asw2.ams2.nl,185.1.32.67,2001:7f8:8f::a504:1327:1,,,1,681+asw2.ams2.nl
198091,PL,ECALL,548,EPIX-KAT-4DC11-S024,178.216.40.84,2001:7f8:5b::84,d4:ca:6d:3c:bb:e6,Routerboard.com,0,548+EPIX-KAT-4DC11-S024
197977,PL,SOLARISBUS,346,rs1,212.91.0.229,,,,0,346+rs1
199138,PL,OSADA,548,EPIX-KAT-4DC21-S071,178.216.40.85,2001:7f8:5b::85,00:0c:29:f9:6d:8b,"VMware, Inc.",0,548+EPIX-KAT-4DC21-S071
12985,PL,WSMWIEL,548,EPIX-WAR-LI01-S111,178.216.40.181,2001:7f8:5b::181,bc:16:65:39:f8:10,"Cisco Systems, Inc",0,548+EPIX-WAR-LI01-S111
44103,NL,Bakker IT,681,asw2.ams2.nl,185.1.32.70,2001:7f8:8f::a504:4103:1,,,0,681+asw2.ams2.nl
12741,PL,Netia S.A.,548,EPIX-KAT-4DC21-S073,178.216.40.86,2001:7f8:5b::86,00:16:4d:cb:36:9e,Alcatel-Lucent IPD,0,548+EPIX-KAT-4DC21-S073
57536,PL,MICROLINK,548,EPIX-WAR-LI03-S167,178.216.40.182,2001:7f8:5b::182,bc:d2:95:ab:8f:80,"Cisco Systems, Inc",0,548+EPIX-WAR-LI03-S167
20804,PL,EXATEL S.A.,548,EPIX-KAT-4DC11-S027,178.216.40.88,2001:7f8:5b::88,f8:66:f2:bf:1b:c3,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC11-S027
205299,PL,Net-tech,346,rs1,212.91.1.47,,,,0,346+rs1
45009,NL,BytePark,681,asw2.ams2.nl,185.1.32.76,2001:7f8:8f::a504:5009:1,,,0,681+asw2.ams2.nl
60552,PL,BATEX,548,EPIX-KAT-4DC21-S075,178.216.40.9,2001:7f8:5b::9,2C:C8:1B:CA:99:24,Routerboard.com,0,548+EPIX-KAT-4DC21-S075
205299,PL,Net-tech,346,rs1,212.91.1.79,,,,0,346+rs1
56783,PL,CONNECTIT,548,EPIX-KAT-4DC11-S027,178.216.40.94,2001:7f8:5b::94,48:8F:5A:63:2A:40,Routerboard.com,0,548+EPIX-KAT-4DC11-S027
198496,PL,DESIRE,548,EPIX-KAT-4DC11-S027,178.216.40.183,2001:7f8:5b::183,00:25:90:a4:35:69,"Super Micro Computer, Inc.",0,548+EPIX-KAT-4DC11-S027
50673,NL,Serverius B.V.,681,asw1.ams2.nl,185.1.32.26,2001:7f8:8f::a505:673:1,,,0,681+asw1.ams2.nl
201953,PL,INTERKAOLE,548,EPIX-KAT-4DC21-S076,178.216.41.10,2001:7f8:5b::516,00:0c:29:7e:f6:b9,"VMware, Inc.",0,548+EPIX-KAT-4DC21-S076
15997,PL,ITSA,346,rs1,212.91.0.110,2001:7f8:60::1026:1,,,0,346+rs1
202228,PL,NETSERCZE,548,EPIX-KAT-4DC21-S076,178.216.41.100,2001:7f8:5b::356,e0:07:1b:70:5e:48,Hewlett Packard Enterprise,0,548+EPIX-KAT-4DC21-S076
13335,PL,Cloudflare,346,rs1,212.91.0.28,2001:7f8:60::1:3335:1,,,1,346+rs1
57717,NL,Fiberxpress BV,681,asw1.ams2.nl,185.1.32.50,2001:7f8:8f::a565:7717:1,,,0,681+asw1.ams2.nl
42981,PL,RESPL,548,EPIX-KAT-4DC11-S030,178.216.41.101,2001:7f8:5b::357,00:25:90:c6:c5:ac,"Super Micro Computer, Inc.",0,548+EPIX-KAT-4DC11-S030
206442,PL,RAWINETRAW,548,EPIX-KAT-4DC21-S072,178.216.40.185,2001:7f8:5b::185,70:0f:6a:ce:bc:01,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC21-S072
50550,PL,K3TELECOM,548,EPIX-KAT-4DC11-S023,178.216.41.103,2001:7f8:5b::359,00:25:90:ed:d7:3d,"Super Micro Computer, Inc.",0,548+EPIX-KAT-4DC11-S023
51426,PL,TELEPORT,548,EPIX-KAT-4DC11-S026,178.216.40.186,2001:7f8:5b::186,00:30:48:9e:77:05,"Super Micro Computer, Inc.",0,548+EPIX-KAT-4DC11-S026
60890,NL,CentralNic Anycast B,681,asw1.thg1.nl,185.1.32.21,2001:7f8:8f::a506:890:1,,,0,681+asw1.thg1.nl
203632,PL,IRTURPAJ,548,EPIX-KAT-4DC21-S076,178.216.41.106,2001:7f8:5b::362,6C:B3:11:3C:06:64,"Shenzhen Lianrui Electronics Co.,Ltd",0,548+EPIX-KAT-4DC21-S076
197697,PL,PL-LUB-DERKOM-AS,346,rs1,212.91.1.27,2001:7f8:60::19:7697:1,,,0,346+rs1
203086,PL,RUSZELNET,548,EPIX-KAT-4DC11-S028,178.216.41.111,2001:7f8:5b::367,00:1b:21:9d:8f:b1,Intel Corporate,0,548+EPIX-KAT-4DC11-S028
30975,PL,TKK,346,rs1,212.91.0.154,2001:7f8:60:0:13:3:975:1,,,0,346+rs1
44784,PL,APCOMCIECH,548,EPIX-KAT-4DC21-S074,178.216.41.114,2001:7f8:5b::370,0c:c4:7a:bb:cb:d0,"Super Micro Computer, Inc.",0,548+EPIX-KAT-4DC21-S074
21321,PL,NETUITY-AS,346,rs1,212.91.1.45,2001:7f8:60::2:1321:2,,,0,346+rs1
201401,NL,NewVM B.V.,681,asw2.ams2.nl,185.1.32.64,2001:7f8:8f::a520:1401:1,,,0,681+asw2.ams2.nl
50767,PL,FIBERLINMO,548,EPIX-KAT-4DC21-S075,178.216.41.116,2001:7f8:5b::372,74:88:bb:4e:5f:d0,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC21-S075
60195,PL,SCARNET,548,EPIX-KAT-4DC21-S075,178.216.40.189,2001:7f8:5b::189,D4:CA:6D:01:7A:62,Routerboard.com,0,548+EPIX-KAT-4DC21-S075
207489,NL,RDK IT Solutions,681,asw1.ams2.nl,185.1.32.85,2001:7f8:8f::a520:7489:2,,,0,681+asw1.ams2.nl
200602,PL,GBNPLTYCHY,548,EPIX-KAT-4DC11-S021,178.216.41.121,2001:7f8:5b::377,90:e2:ba:37:56:5c,Intel Corporate,0,548+EPIX-KAT-4DC11-S021
197790,PL,Actus Info Sp z o.o,346,rs1,212.91.0.245,2001:7f8:60::13:18,,,0,346+rs1
3245,,Digsys,40,,193.169.198.110,2001:7f8:58::cad:0:2,,,0,40
57665,PL,EVIO-PL,548,EPIX-KAT-4DC21-S076,178.216.41.125,2001:7f8:5b::649,a8:d0:e5:54:29:e0,Juniper Networks,0,548+EPIX-KAT-4DC21-S076
201814,PL,PL-SKYTECH-AS,346,rs1,212.91.1.6,2001:7f8:60::20:1814:1,,,0,346+rs1
199416,PL,INEONPLESZ,548,EPIX-KAT-4DC11-S023,178.216.41.126,2001:7f8:5b::382,4C:5E:0C:4B:43:75,Routerboard.com,0,548+EPIX-KAT-4DC11-S023
25084,PL,CZESTMAN-COM-AS,346,rs1,212.91.0.237,2001:7f8:60:0:d36:2:5084:1,,,0,346+rs1
6866,,Cyprus Telecommunications Authority,40,,193.169.198.71,2001:7f8:58::1ad2:0:1,,,0,40
203140,PL,NETUSTARG,548,EPIX-KAT-4DC11-S030,178.216.41.128,2001:7f8:5b::384,4c:e1:76:77:4b:c0,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC11-S030
34525,PL,KOBA-AS,346,rs1,212.91.0.130,,,,0,346+rs1
50994,PL,ESBL,548,EPIX-KAT-4DC11-S030,178.216.41.13,2001:7f8:5b::519,90:e2:ba:47:9d:98,Intel Corporate,0,548+EPIX-KAT-4DC11-S030
57723,PL,MEDIATELEKOM,346,rs1,212.91.0.228,2001:7f8:60:0:13:5:7723:1,,,0,346+rs1
8262,,Evolink,40,,193.169.198.125,,,,0,40
51390,PL,MTMINFO,548,EPIX-KAT-4DC11-S026,178.216.41.138,2001:7f8:5b::394,00:30:88:1a:ef:97,Ericsson,0,548+EPIX-KAT-4DC11-S026
208732,PL,ANETCONNEC,548,EPIX-KAT-4DC21-S072,178.216.40.193,2001:7f8:5b::682,64:3a:ea:9d:35:c0,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC21-S072
200438,PL,ILIOSYSNIE,548,EPIX-KAT-4DC11-S024,178.216.41.143,2001:7f8:5b::399,4C:5E:0C:4B:82:4B,Routerboard.com,0,548+EPIX-KAT-4DC11-S024
33951,PL,FORWEB,346,rs1,212.91.0.45,,,,0,346+rs1
8431,,TEA,40,,193.169.198.212,,,,0,40
199451,PL,NETSPACEW,548,EPIX-KAT-4DC11-S028,178.216.41.148,2001:7f8:5b::403,D4:CA:6D:73:CA:23,Routerboard.com,0,548+EPIX-KAT-4DC11-S028
205581,PL,CVD,346,rs1,212.91.0.62,2001:7f8:60::20:5581:2,,,0,346+rs1
8717,,Sofia Connect EAD,40,,193.169.198.129,2001:7f8:58::220d:0:1,,,0,40
47275,PL,TORJON,548,EPIX-KAT-4DC11-S028,178.216.41.149,2001:7f8:5b::404,00:25:90:5d:e2:fc,"Super Micro Computer, Inc.",0,548+EPIX-KAT-4DC11-S028
198007,PL,DOBRAF,548,EPIX-KAT-4DC11-S021,178.216.40.196,2001:7f8:5b::196,00:1b:21:28:dc:81,Intel Corporate,0,548+EPIX-KAT-4DC11-S021
57890,PL,POTELGDA,548,EPIX-KAT-4DC21-S074,178.216.41.150,2001:7f8:5b::405,D4:CA:6D:98:9A:49,Routerboard.com,0,548+EPIX-KAT-4DC21-S074
48487,PL,LOVO,346,rs1,212.91.0.79,,,,0,346+rs1
61233,PL,TERRANET,548,EPIX-KAT-4DC21-S075,178.216.41.152,2001:7f8:5b::407,d4:6d:50:8e:79:90,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC21-S075
35745,PL,PROVECTOR,548,EPIX-KAT-4DC21-S076,178.216.40.199,2001:7f8:5b::199,c8:fe:6a:8a:b0:44,Juniper Networks,0,548+EPIX-KAT-4DC21-S076
8866,,Sofia Connect EAD,40,,193.169.198.162,2001:7f8:58::22a2:0:1,,,0,40
202936,PL,SATPOLGNIE,548,EPIX-KAT-4DC11-S028,178.216.41.156,2001:7f8:5b::411,3c:fd:fe:9e:57:b8,Intel Corporate,0,548+EPIX-KAT-4DC11-S028
41522,PL,EKOTRANS,548,EPIX-KAT-4DC11-S020,178.216.40.20,2001:7f8:5b::20,6c:b3:11:4d:1e:cc,"Shenzhen Lianrui Electronics Co.,Ltd",0,548+EPIX-KAT-4DC11-S020
203741,PL,SKYDATAKIE,548,EPIX-KAT-4DC11-S023,178.216.41.157,2001:7f8:5b::412,a8:b4:56:68:c5:80,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC11-S023
8508,PL,SILWEB-AS-EDU,346,rs1,212.91.0.207,2001:7f8:60:0:1026:0:8508:1,,,0,346+rs1
48727,PL,ADAMEK,548,EPIX-KAT-4DC11-S022,178.216.41.158,2001:7f8:5b::413,6C:B3:11:32:09:E3,"Shenzhen Lianrui Electronics Co.,Ltd",0,548+EPIX-KAT-4DC11-S022
41201,PL,DOLSAT,346,rs1,212.91.0.54,,,,0,346+rs1
10310,,Yahoo India Pvt. Ltd,40,,193.169.198.96,2001:7f8:58::2846:0:1,,,0,40
8458,PL,WORLDISPOL,548,EPIX-KAT-4DC11-S028,178.216.41.159,2001:7f8:5b::414,2C:59:E5:73:0B:D0,Hewlett Packard,0,548+EPIX-KAT-4DC11-S028
12580,PL,omniTEC,346,rs1,212.91.0.221,,,,0,346+rs1
44061,PL,SMSNET,548,EPIX-WAR-LI01-S110,178.216.41.162,2001:7f8:5b::417,40:55:39:3e:98:54,"Cisco Systems, Inc",0,548+EPIX-WAR-LI01-S110
57332,PL,KOPERTOM,548,EPIX-KAT-4DC11-S020,178.216.40.201,2001:7f8:5b::254,00:02:c9:a3:cd:31,"Mellanox Technologies, Inc.",0,548+EPIX-KAT-4DC11-S020
12189,,PhoenixNAP,40,,193.169.198.205,2001:7f8:58::2f9d:0:1,,,0,40
59607,PL,TKHAJNOWKA,548,EPIX-WAR-LI01-S116,178.216.41.164,2001:7f8:5b::440,00:1e:67:9f:3f:f3,Intel Corporate,0,548+EPIX-WAR-LI01-S116
15694,PL,ATM S.A.,346,rs1,212.91.0.3,2001:7f8:60::1:5694:3,,,0,346+rs1
199787,PL,STORMNETRA,548,EPIX-KAT-4DC11-S028,178.216.41.166,2001:7f8:5b::419,ec:0d:9a:0e:c7:00,"Mellanox Technologies, Inc.",0,548+EPIX-KAT-4DC11-S028
56983,PL,SWIDMAN,548,EPIX-KAT-4DC21-S076,178.216.40.202,2001:7f8:5b::202,90:1B:0E:55:76:D1,Fujitsu Technology Solutions GmbH,0,548+EPIX-KAT-4DC21-S076
12615,,GCTV,40,,193.169.198.156,,,,0,40
57701,PL,MYSZTELKAB,548,EPIX-KAT-4DC11-S030,178.216.41.17,2001:7f8:5b::444,00:1b:21:93:30:6c,Intel Corporate,0,548+EPIX-KAT-4DC11-S030
20804,PL,EXATEL S.A.,346,rs1,212.91.0.220,2001:7f8:60:0:1026:2:804:1,,,0,346+rs1
203306,PL,ITSER24GRE,548,EPIX-KAT-4DC11-S022,178.216.41.171,2001:7f8:5b::424,90:e2:ba:6d:b5:ec,Intel Corporate,0,548+EPIX-KAT-4DC11-S022
41966,PL,Skynet,346,rs1,212.91.0.53,,,,0,346+rs1
52153,PL,BGCOM,548,EPIX-KAT-4DC11-S026,178.216.41.173,2001:7f8:5b::426,4c:e1:76:35:5f:00,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC11-S026
31080,PL,O2-AS,346,rs1,212.91.0.176,2001:7f8:60::3:1080:1,,,0,346+rs1
15169,,Google LLC,40,,193.169.198.81,2001:7f8:58::3b41:0:2,,,1,40
206762,PL,WEBRINGIS,548,EPIX-KAT-4DC11-S021,178.216.41.176,2001:7f8:5b::442,18:e8:29:b8:82:35,Ubiquiti Networks Inc.,0,548+EPIX-KAT-4DC11-S021
31080,PL,O2-AS,346,rs1,212.91.0.177,2001:7f8:60::3:1080:2,,,0,346+rs1
16344,,Information Services AD.,40,,193.169.198.133,,,,0,40
203261,PL,ASCOR,548,EPIX-KAT-4DC21-S072,178.216.41.179,2001:7f8:5b::455,c4:ad:34:84:dd:a6,Routerboard.com,0,548+EPIX-KAT-4DC21-S072
60624,PL,MYNETKRA,548,EPIX-KAT-4DC21-S075,178.216.40.206,2001:7f8:5b::206,c0:14:fe:5b:6a:40,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC21-S075
206674,PL,TELECENPIE,548,EPIX-KAT-4DC21-S072,178.216.41.180,2001:7f8:5b::431,fc:ec:da:46:cf:a7,Ubiquiti Networks Inc.,0,548+EPIX-KAT-4DC21-S072
31080,PL,O2-AS,346,rs1,212.91.0.178,,,,0,346+rs1
16509,,Amazon.com,40,,193.169.198.87,2001:7f8:58::407d:0:2,,,1,40
197502,PL,WMCSYSINF,548,EPIX-KAT-4DC11-S022,178.216.41.182,2001:7f8:5b::433,6c:b3:11:3b:77:68,"Shenzhen Lianrui Electronics Co.,Ltd",0,548+EPIX-KAT-4DC11-S022
60068,PL,CDN77,346,rs1,212.91.0.106,2001:7f8:60::2:9535:1,,,0,346+rs1
57101,PL,WADOWICEN,548,EPIX-KAT-4DC11-S020,178.216.41.184,2001:7f8:5b::435,b4:de:31:41:7f:11,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC11-S020
197155,PL,ARTNET,346,rs1,212.91.0.214,2001:7f8:60::1026:7,,,0,346+rs1
52195,PL,APMEDIA,548,EPIX-KAT-4DC11-S023,178.216.41.187,2001:7f8:5b::438,0c:c4:7a:88:ce:bd,"Super Micro Computer, Inc.",0,548+EPIX-KAT-4DC11-S023
42717,PL,TRANSNET,548,EPIX-KAT-4DC21-S072,178.216.40.210,2001:7f8:5b::210,90:e2:ba:b8:79:24,Intel Corporate,0,548+EPIX-KAT-4DC21-S072
14037,PL,6GNETWORKS,548,EPIX-WAR-LIM2-S158,178.216.41.189,2001:7f8:5b::446,00:17:cb:d4:0b:8a,Juniper Networks,0,548+EPIX-WAR-LIM2-S158
199057,PL,AMPLUS-AS,346,rs1,212.91.1.49,,,,0,346+rs1
25467,,Akton,40,,193.169.198.102,2001:7f8:58::637b:0:1,,,0,40
198891,PL,AIROUTESOP,548,EPIX-KAT-4DC21-S073,178.216.41.2,2001:7f8:5b::517,24:a4:3c:3c:46:24,Ubiquiti Networks Inc.,0,548+EPIX-KAT-4DC21-S073
41026,PL,KOPNET,548,EPIX-WAR-LIM2-S158,178.216.40.211,2001:7f8:5b::211,00:1b:21:a1:66:c1,Intel Corporate,0,548+EPIX-WAR-LIM2-S158
205447,PL,CYBERIOB,548,EPIX-KAT-4DC11-S026,178.216.41.206,2001:7f8:5b::496,10:b3:d6:48:58:00,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC11-S026
202081,PL,GOG,346,rs1,212.91.0.103,,,,0,346+rs1
29667,,Atlantis Net,40,,193.169.198.107,2001:7f8:58::73e3:0:1,,,0,40
201427,PL,M2MUTSUWAL,548,EPIX-KAT-4DC21-S072,178.216.41.209,2001:7f8:5b::499,D4:CA:6D:01:B3:42,Routerboard.com,0,548+EPIX-KAT-4DC21-S072
42177,PL,LNETLOD,548,EPIX-KAT-4DC21-S072,178.216.40.212,2001:7f8:5b::212,c4:7d:4f:20:22:22,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC21-S072
206094,PL,TELBESKID,548,EPIX-KAT-4DC11-S025,178.216.41.211,2001:7f8:5b::677,C4:AD:34:81:A4:78,Routerboard.com,0,548+EPIX-KAT-4DC11-S025
50786,PL,EMPIK-AS,346,rs1,212.91.0.141,,,,0,346+rs1
198418,PL,CELCOM,548,EPIX-KAT-4DC21-S074,178.216.41.219,2001:7f8:5b::509,00:10:18:d0:41:20,Broadcom,0,548+EPIX-KAT-4DC21-S074
61134,PL,SAFELOCK,548,EPIX-KAT-4DC11-S021,178.216.40.214,2001:7f8:5b::214,00:1a:ac:98:34:b1,Corelatus AB,0,548+EPIX-KAT-4DC11-S021
34224,,Neterra,40,,193.169.198.206,2001:7f8:58::85b0:0:1,,,0,40
200577,PL,BLUMEDIA,548,EPIX-KAT-4DC11-S028,178.216.41.22,2001:7f8:5b::277,00:1b:21:5f:cb:35,Intel Corporate,0,548+EPIX-KAT-4DC11-S028
199381,PL,DATAMAX,548,EPIX-KAT-4DC21-S071,178.216.40.217,2001:7f8:5b::217,00:19:99:ed:44:b3,Fujitsu Technology Solutions GmbH,0,548+EPIX-KAT-4DC21-S071
201819,PL,USINMAJEST,548,EPIX-KAT-4DC21-S072,178.216.41.221,2001:7f8:5b::511,94:57:a5:8e:0e:d8,Hewlett Packard,0,548+EPIX-KAT-4DC21-S072
51060,PL,LANDTECH,548,EPIX-WAR-LI03-S169,178.216.40.218,2001:7f8:5b::218,6C:B3:11:3B:F9:14,"Shenzhen Lianrui Electronics Co.,Ltd",0,548+EPIX-WAR-LI03-S169
211430,PL,DATECHGLOG,548,EPIX-KAT-4DC11-S025,178.216.41.222,2001:7f8:5b::722,F8:F2:1E:B1:3A:80,Intel Corporate,0,548+EPIX-KAT-4DC11-S025
42832,PL,VOIPPART,548,EPIX-KAT-4DC21-S074,178.216.40.219,2001:7f8:5b::219,f8:c0:01:1f:12:98,Juniper Networks,0,548+EPIX-KAT-4DC21-S074
36040,PL,GOOGLE,548,EPIX-KAT-4DC12-S091,178.216.41.225,2001:7f8:5b::494,00:59:dc:16:33:e9,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC12-S091
52079,PL,INTERDUO,548,EPIX-KAT-4DC21-S073,178.216.40.222,2001:7f8:5b::222,00:15:c5:f2:f3:7d,Dell Inc.,0,548+EPIX-KAT-4DC21-S073
205105,PL,INFONETMM,548,EPIX-KAT-4DC11-S028,178.216.41.226,2001:7f8:5b::457,d4:eb:68:4d:83:00,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC11-S028
20940,PL,Akamai Technologies,548,EPIX-KAT-4DC12-S091,178.216.40.224,2001:7f8:5b::224,04:f8:f8:a5:4e:a6,Edgecore Networks Corporation,1,548+EPIX-KAT-4DC12-S091
5466,IE,Eircom Ltd,646,swic-cix-edge1,185.1.69.12,2001:7f8:18:210::12,0c:a4:02:a7:8d:91,Alcatel-Lucent IPD,0,646+swic-cix-edge1
204930,PL,PWSZNYSA,548,EPIX-KAT-4DC21-S075,178.216.41.228,2001:7f8:5b::477,84:2b:2b:0d:30:cf,Dell Inc.,0,548+EPIX-KAT-4DC21-S075
44454,PL,CSMNP,548,EPIX-WAR-LI01-S115,178.216.40.227,2001:7f8:5b::227,08:81:f4:81:bd:e0,Juniper Networks,0,548+EPIX-WAR-LI01-S115
4455,IE,IX Reach,20,swi1-pwt1-1,185.6.36.84,2001:7f8:18::84,7a:4f:9b:a9:18:1b,,0,20+swi1-pwt1-1
20938,PL,RETSATLODZ,548,EPIX-WAR-LI01-S119,178.216.41.233,2001:7f8:5b::464,bc:16:65:60:29:10,"Cisco Systems, Inc",0,548+EPIX-WAR-LI01-S119
13000,PL,Leon Sp. z o.o.,548,EPIX-KAT-4DC11-S028,178.216.40.23,2001:7f8:5b::23,d8:18:d3:10:b0:8b,Juniper Networks,0,548+EPIX-KAT-4DC11-S028
6830,IE,Liberty Global Technology Services B.V.,645,swi2-cwt1-1,194.88.240.28,2001:7f8:18:12::28,00:1d:b5:20:f6:1f,Juniper Networks,0,645+swi2-cwt1-1
31229,PL,Beyond.pl Sp. z o.o.,548,EPIX-POZ-BE2-PL061S029,178.216.41.234,2001:7f8:5b::687,ec:13:db:12:00:03,Juniper Networks,0,548+EPIX-POZ-BE2-PL061S029
201953,PL,INTERKAOLE,548,EPIX-KAT-4DC21-S074,178.216.40.230,2001:7f8:5b::230,00:16:35:80:ac:fe,Hewlett Packard,0,548+EPIX-KAT-4DC21-S074
202177,PL,MEGANETOPO,548,EPIX-KAT-4DC12-S091,178.216.41.238,2001:7f8:5b::469,00:25:90:c8:e8:4c,"Super Micro Computer, Inc.",0,548+EPIX-KAT-4DC12-S091
196928,PL,WEKTOR,548,EPIX-KAT-4DC11-S030,178.216.40.233,2001:7f8:5b::233,00:30:88:20:e5:32,Ericsson,0,548+EPIX-KAT-4DC11-S030
6939,IE,Hurricane Electric,645,swi2-kcp1-2,194.88.240.85,2001:7f8:18:12::85,fc:0a:81:fa:0f:15,"Extreme Networks, Inc.",0,645+swi2-kcp1-2
201637,PL,BARTNET,548,EPIX-KAT-4DC21-S076,178.216.41.240,2001:7f8:5b::472,d0:e0:42:05:c4:c0,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC21-S076
57221,PL,TONETICDOB,548,EPIX-WAR-LI01-S111,178.216.40.234,2001:7f8:5b::234,0c:c4:7a:eb:45:50,"Super Micro Computer, Inc.",0,548+EPIX-WAR-LI01-S111
204871,PL,NETMARALEK,548,EPIX-KAT-4DC11-S026,178.216.41.246,2001:7f8:5b::482,00:10:18:98:3B:3A,Broadcom,0,548+EPIX-KAT-4DC11-S026
199494,PL,ETTHBB,548,EPIX-KAT-4DC11-S023,178.216.40.236,2001:7f8:5b::236,ac:78:d1:31:f4:7f,Juniper Networks,0,548+EPIX-KAT-4DC11-S023
13335,IE,Cloudflare,646,swic-cix-edge2,185.1.69.29,2001:7f8:18:210::29,44:ec:ce:74:27:aa,Juniper Networks,1,646+swic-cix-edge2
201925,PL,EPIX-WAR-FT23-WEPN,548,EPIX-KAT-4DC12-S091,178.216.41.252,2001:7f8:5b::507,00:25:90:55:72:aa,"Super Micro Computer, Inc.",0,548+EPIX-KAT-4DC12-S091
201068,PL,ABTELKOM,548,EPIX-KAT-4DC21-S071,178.216.40.237,2001:7f8:5b::237,00:24:81:7e:d0:79,Hewlett Packard,0,548+EPIX-KAT-4DC21-S071
13150,IE,Cato Networks Ltd,20,swi1-cwt1-2,185.6.36.161,,ca:70:01:02:ca:70,,0,20+swi1-cwt1-2
204700,PL,SGTSA,548,EPIX-KAT-4DC21-S073,178.216.41.29,2001:7f8:5b::512,ac:1f:6b:2c:5e:0b,"Super Micro Computer, Inc.",0,548+EPIX-KAT-4DC21-S073
198151,PL,NETONYSA,548,EPIX-KAT-4DC21-S075,178.216.40.241,2001:7f8:5b::241,78:b4:6a:6d:58:a9,"HUAWEI TECHNOLOGIES CO.,LTD",0,548+EPIX-KAT-4DC21-S075
15695,IE,Expereo,645,swi2-nwb1-1,194.88.240.78,2001:7f8:18:12::78,08:ec:f5:60:dd:0c,"Cisco Systems, Inc",0,645+swi2-nwb1-1
15969,PL,SYSTEMIA,548,EPIX-KAT-4DC21-S076,178.216.41.3,2001:7f8:5b::525,d4:eb:68:71:5a:4e,"Cisco Systems, Inc",0,548+EPIX-KAT-4DC21-S076
57811,PL,Redge Technologies sp.z o.o.,548,EPIX-WAR-LI01-S115,178.216.40.242,2001:7f8:5b::242,98:5d:82:94:5a:91,Arista Networks,0,548+EPIX-WAR-LI01-S115
15806,IE,Irish Government Networks,645,swi2-pwt2-1,194.88.240.87,2001:7f8:18:12::87,44:31:92:42:79:20,Hewlett Packard,0,645+swi2-pwt2-1
197345,PL,ARKOMWG,548,EPIX-KAT-4DC21-S073,178.216.41.31,2001:7f8:5b::286,0c:c4:7a:ea:46:48,"Super Micro Computer, Inc.",0,548+EPIX-KAT-4DC21-S073
197697,PL,PL-LUB-DERKOM-AS,548,EPIX-KAT-4DC11-S027,178.216.40.246,2001:7f8:5b::246,00:30:88:20:e5:26,Ericsson,0,548+EPIX-KAT-4DC11-S027
20940,IE,Akamai Technologies,645,swi2-cwt2-3,194.88.240.37,2001:7f8:18:12::37,34:ef:b6:3a:03:a5,Edgecore Networks Corporation,1,645+swi2-cwt2-3
196969,PL,NETFIBERRY,548,EPIX-KAT-4DC21-S074,178.216.41.36,2001:7f8:5b::291,ac:1f:6b:9e:0b:24,"Super Micro Computer, Inc.",0,548+EPIX-KAT-4DC21-S074
