IXP Number (IX-F ID),Name,Metro,Switch Name,Switch Model,Software Version,Peering DB Facility ID,Coordinates,IPv4,IPv6,MANRS,ASN Sum,IXP Switch
1,LINX LON1 (LINX LON1),London,edge1-in2,,,46,,195.66.224.0/21,2001:7f8:4::/64,1,21,1+edge1-in2
1,LINX LON1 (LINX LON1),London,edge3-thn,,,34,,195.66.224.0/21,2001:7f8:4::/64,1,64,1+edge3-thn
2,AMS-IX,Amsterdam,pxc-dr1-174,,,,,194.62.128.0/24,2001:67c:608::/64,1,11,2+pxc-dr1-174
1,LINX LON1 (LINX LON1),London,edge1-thn,,,34,,195.66.224.0/21,2001:7f8:4::/64,1,74,1+edge1-thn
1,LINX LON1 (LINX LON1),London,edge1-thw,,,835,,195.66.224.0/21,2001:7f8:4::/64,1,52,1+edge1-thw
1,LINX LON1 (LINX LON1),London,edge2-rbs,,,40,,195.66.224.0/21,2001:7f8:4::/64,1,13,1+edge2-rbs
1,LINX LON1 (LINX LON1),London,edge1-rbs,,,40,,195.66.224.0/21,2001:7f8:4::/64,1,18,1+edge1-rbs
2,AMS-IX,Amsterdam,pxc-eq3-153,,,,,194.62.128.0/24,2001:67c:608::/64,1,20,2+pxc-eq3-153
1,LINX LON1 (LINX LON1),London,edge1-tca,,,534,"51.530547,-0.257425",195.66.224.0/21,2001:7f8:4::/64,1,11,1+edge1-tca
1,LINX LON1 (LINX LON1),London,edge3-eq4,,,2262,,195.66.224.0/21,2001:7f8:4::/64,1,17,1+edge3-eq4
1,LINX LON1 (LINX LON1),London,edge1-tcm,,,43,"51.496902,-0.018933",195.66.224.0/21,2001:7f8:4::/64,1,12,1+edge1-tcm
1,LINX LON1 (LINX LON1),London,edge5-eq4,,,2262,,195.66.224.0/21,2001:7f8:4::/64,1,67,1+edge5-eq4
2,AMS-IX,Amsterdam,pxc-eqx-154,,,,,194.62.128.0/24,2001:67c:608::/64,1,19,2+pxc-eqx-154
1,LINX LON1 (LINX LON1),London,edge1-tch,,,45,,195.66.224.0/21,2001:7f8:4::/64,1,50,1+edge1-tch
1,LINX LON1 (LINX LON1),London,core5-in2,,,46,,195.66.230.0/26,,1,0,1+core5-in2
1,LINX LON1 (LINX LON1),London,core3-tch,,,45,,195.66.224.0/21,2001:7f8:4::/64,1,17,1+core3-tch
1,LINX LON1 (LINX LON1),London,core3-in2,,,46,,195.66.230.0/26,,1,14,1+core3-in2
1,LINX LON1 (LINX LON1),London,core4-tch,,,45,,195.66.224.0/21,2001:7f8:4::/64,1,33,1+core4-tch
1,LINX LON1 (LINX LON1),London,edge1-rbs,,,40,,195.66.230.0/26,,1,18,1+edge1-rbs
2,AMS-IX,Haarlem,pxc-evo-169,,,,,194.62.128.0/24,2001:67c:608::/64,1,4,2+pxc-evo-169
1,LINX LON1 (LINX LON1),London,core3-thn,,,34,,195.66.224.0/21,2001:7f8:4::/64,1,95,1+core3-thn
1,LINX LON1 (LINX LON1),London,edge1-tcm,,,43,"51.496902,-0.018933",195.66.230.0/26,,1,12,1+edge1-tcm
2,AMS-IX,Amsterdam,pxc-glo-117,,,,,194.62.128.0/24,2001:67c:608::/64,1,4,2+pxc-glo-117
1,LINX LON1 (LINX LON1),London,core4-thn,,,34,,195.66.224.0/21,2001:7f8:4::/64,1,47,1+core4-thn
1,LINX LON1 (LINX LON1),London,edge5-thn,,,34,,195.66.230.0/26,,1,2,1+edge5-thn
2,AMS-IX,Amsterdam,pxc-ixn-124,,,,,194.62.128.0/24,2001:67c:608::/64,1,15,2+pxc-ixn-124
1,LINX LON1 (LINX LON1),London,core5-tch,,,45,,195.66.224.0/21,2001:7f8:4::/64,1,0,1+core5-tch
1,LINX LON1 (LINX LON1),London,core4-thw,,,835,,195.66.230.0/26,,1,12,1+core4-thw
2,AMS-IX,Amsterdam,pxc-ixn-161,,,,,194.62.128.0/24,2001:67c:608::/64,1,12,2+pxc-ixn-161
1,LINX LON1 (LINX LON1),London,edge2-tch,,,45,,195.66.224.0/21,2001:7f8:4::/64,1,0,1+edge2-tch
1,LINX LON1 (LINX LON1),London,edge1-th2,,,4360,,195.66.230.0/26,,1,19,1+edge1-th2
2,AMS-IX,Amsterdam,pxc-ixn-172,,,,,194.62.128.0/24,2001:67c:608::/64,1,6,2+pxc-ixn-172
1,LINX LON1 (LINX LON1),London,edge1-th2,,,4360,,195.66.224.0/21,2001:7f8:4::/64,1,19,1+edge1-th2
2,AMS-IX,Amsterdam,pxc-nik-146,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,22,2+pxc-nik-146
2,AMS-IX,Amsterdam,pxc-tc5-163,,,,,194.62.128.0/24,2001:67c:608::/64,1,9,2+pxc-tc5-163
1,LINX LON1 (LINX LON1),London,edge2-thn,,,34,,195.66.230.0/26,,1,47,1+edge2-thn
2,AMS-IX,Amsterdam,pxc-sar-101,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,8,2+pxc-sar-101
2,AMS-IX,Amsterdam,pxc-tel-106,,,,,194.62.128.0/24,2001:67c:608::/64,1,2,2+pxc-tel-106
1,LINX LON1 (LINX LON1),London,edge3-thn,,,34,,195.66.230.0/26,,1,64,1+edge3-thn
2,AMS-IX,Amsterdam,pxc-sar-114,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,12,2+pxc-sar-114
2,AMS-IX,Amsterdam,edge-glo-013,,,,,194.62.128.0/24,2001:67c:608::/64,1,5,2+edge-glo-013
1,LINX LON1 (LINX LON1),London,edge4-thn,,,34,,195.66.230.0/26,,1,64,1+edge4-thn
2,AMS-IX,Amsterdam,pxc-tc5-144,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,17,2+pxc-tc5-144
2,AMS-IX,Naaldwijk,edge-grn-023,,,,,194.62.128.0/24,2001:67c:608::/64,1,1,2+edge-grn-023
1,LINX LON1 (LINX LON1),London,edge1-thw,,,835,,195.66.230.0/26,,1,52,1+edge1-thw
2,AMS-IX,Amsterdam,pxc-tel-138,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,11,2+pxc-tel-138
2,AMS-IX,Rotterdam,edge-smt-022,,,,,194.62.128.0/24,2001:67c:608::/64,1,1,2+edge-smt-022
1,LINX LON1 (LINX LON1),London,edge1-tca,,,534,"51.530547,-0.257425",195.66.230.0/26,,1,11,1+edge1-tca
2,AMS-IX,Amsterdam,pxc-tel-147,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,6,2+pxc-tel-147
2,AMS-IX,Amsterdam,pxc-nik-126,,,,,195.60.82.128/26,,1,25,2+pxc-nik-126
1,LINX LON1 (LINX LON1),London,edge4-the,,,39,,195.66.230.0/26,,1,61,1+edge4-the
2,AMS-IX,Amsterdam,pxc-tel-158,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,13,2+pxc-tel-158
2,AMS-IX,Amsterdam,pxc-sar-101,,,,,195.60.82.128/26,,1,8,2+pxc-sar-101
1,LINX LON1 (LINX LON1),London,edge4-eq4,,,2262,,195.66.230.0/26,,1,19,1+edge4-eq4
2,AMS-IX,Amsterdam,pxc-dg1-167,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,3,2+pxc-dg1-167
2,AMS-IX,Amsterdam,pxc-sar-111,,,,,195.60.82.128/26,,1,13,2+pxc-sar-111
1,LINX LON1 (LINX LON1),London,core4-tch,,,45,,195.66.230.0/26,,1,33,1+core4-tch
2,AMS-IX,Amsterdam,pxc-eq3-153,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,20,2+pxc-eq3-153
2,AMS-IX,Amsterdam,edge-eun-014,,,,,195.60.82.128/26,,1,4,2+edge-eun-014
1,LINX LON1 (LINX LON1),London,core3-thn,,,34,,195.66.230.0/26,,1,95,1+core3-thn
2,AMS-IX,Amsterdam,pxc-eq3-160,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,17,2+pxc-eq3-160
2,AMS-IX,Amsterdam,pxc-tc4-150,,,,,195.60.82.128/26,,1,1,2+pxc-tc4-150
2,AMS-IX,Amsterdam,pxc-nik-126,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,25,2+pxc-nik-126
2,AMS-IX,Amsterdam,pxc-eqx-118,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,6,2+pxc-eqx-118
2,AMS-IX,Amsterdam,pxc-tc5-151,,,,,195.60.82.128/26,,1,15,2+pxc-tc5-151
2,AMS-IX,Amsterdam,pxc-nik-127,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,21,2+pxc-nik-127
2,AMS-IX,Amsterdam,pxc-eun-113,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,8,2+pxc-eun-113
2,AMS-IX,Amsterdam,edge-sar-010,,,,,195.60.82.128/26,,1,10,2+edge-sar-010
2,AMS-IX,Amsterdam,pxc-nik-133,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,20,2+pxc-nik-133
2,AMS-IX,Haarlem,pxc-evo-143,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,17,2+pxc-evo-143
2,AMS-IX,Amsterdam,pxc-tc4-136,,,,,195.60.82.128/26,,1,3,2+pxc-tc4-136
2,AMS-IX,Amsterdam,edge-eqx-015,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,7,2+edge-eqx-015
2,AMS-IX,Haarlem,pxc-evo-157,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,10,2+pxc-evo-157
2,AMS-IX,Amsterdam,pxc-dr1-173,,,,,195.60.82.128/26,,1,14,2+pxc-dr1-173
2,AMS-IX,Amsterdam,pxc-sar-111,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,13,2+pxc-sar-111
2,AMS-IX,Haarlem,pxc-evo-162,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,7,2+pxc-evo-162
2,AMS-IX,Amsterdam,pxc-eq3-153,,,,,195.60.82.128/26,,1,20,2+pxc-eq3-153
2,AMS-IX,Amsterdam,edge-nik-011,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,19,2+edge-nik-011
2,AMS-IX,Amsterdam,pxc-glo-149,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,12,2+pxc-glo-149
2,AMS-IX,Amsterdam,pxc-eqx-118,,,,,195.60.82.128/26,,1,6,2+pxc-eqx-118
2,AMS-IX,Haarlem,edge-evo-018,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,2,2+edge-evo-018
2,AMS-IX,Amsterdam,pxc-tc5-159,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,11,2+pxc-tc5-159
2,AMS-IX,Amsterdam,pxc-eqx-132,,,,,195.60.82.128/26,,1,2,2+pxc-eqx-132
2,AMS-IX,Amsterdam,edge-tel-012,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,13,2+edge-tel-012
2,AMS-IX,Amsterdam,pxc-tel-106,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,2,2+pxc-tel-106
2,AMS-IX,Haarlem,pxc-evo-143,,,,,195.60.82.128/26,,1,17,2+pxc-evo-143
2,AMS-IX,Amsterdam,edge-ixn-016,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,3,2+edge-ixn-016
2,AMS-IX,Amsterdam,pxc-tel-115,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,6,2+pxc-tel-115
2,AMS-IX,Haarlem,pxc-evo-162,,,,,195.60.82.128/26,,1,7,2+pxc-evo-162
2,AMS-IX,Amsterdam,pxc-sar-134,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,13,2+pxc-sar-134
2,AMS-IX,Amsterdam,pxc-tel-120,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,11,2+pxc-tel-120
2,AMS-IX,Haarlem,pxc-evo-169,,,,,195.60.82.128/26,,1,4,2+pxc-evo-169
2,AMS-IX,Amsterdam,pxc-sar-148,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,17,2+pxc-sar-148
2,AMS-IX,Amsterdam,pxc-nik-127,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,21,2+pxc-nik-127
2,AMS-IX,Amsterdam,pxc-glo-117,,,,,195.60.82.128/26,,1,4,2+pxc-glo-117
2,AMS-IX,Amsterdam,pxc-tc5-151,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,15,2+pxc-tc5-151
2,AMS-IX,Amsterdam,pxc-nik-146,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,22,2+pxc-nik-146
2,AMS-IX,Amsterdam,pxc-glo-149,,,,,195.60.82.128/26,,1,12,2+pxc-glo-149
2,AMS-IX,Amsterdam,stub-nik-341,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,1,2+stub-nik-341
2,AMS-IX,Haarlem,edge-evo-018,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,2,2+edge-evo-018
2,AMS-IX,Amsterdam,pxc-ixn-161,,,,,195.60.82.128/26,,1,12,2+pxc-ixn-161
2,AMS-IX,Amsterdam,edge-tc5-019,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,8,2+edge-tc5-019
2,AMS-IX,Amsterdam,pxc-tc5-151,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,15,2+pxc-tc5-151
2,AMS-IX,Amsterdam,pxc-nik-112,,,,,195.60.82.128/26,,1,10,2+pxc-nik-112
2,AMS-IX,Amsterdam,pxc-tel-152,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,10,2+pxc-tel-152
2,AMS-IX,Amsterdam,pxc-tc4-136,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,3,2+pxc-tc4-136
2,AMS-IX,Amsterdam,pxc-nik-116,,,,,195.60.82.128/26,,1,11,2+pxc-nik-116
2,AMS-IX,Amsterdam,edge-eq3-020,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,9,2+edge-eq3-020
2,AMS-IX,Amsterdam,pxc-tel-138,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,11,2+pxc-tel-138
2,AMS-IX,Amsterdam,pxc-tc5-156,,,,,195.60.82.128/26,,1,15,2+pxc-tc5-156
2,AMS-IX,Amsterdam,pxc-dr1-173,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,14,2+pxc-dr1-173
2,AMS-IX,Amsterdam,pxc-tel-147,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,6,2+pxc-tel-147
2,AMS-IX,Amsterdam,pxc-tc5-159,,,,,195.60.82.128/26,,1,11,2+pxc-tc5-159
2,AMS-IX,Amsterdam,pxc-dr1-174,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,11,2+pxc-dr1-174
2,AMS-IX,Amsterdam,pxc-tel-152,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,10,2+pxc-tel-152
2,AMS-IX,Amsterdam,pxc-tel-105,,,,,195.60.82.128/26,,1,3,2+pxc-tel-105
2,AMS-IX,Amsterdam,pxc-eqx-139,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,21,2+pxc-eqx-139
2,AMS-IX,Amsterdam,pxc-dg1-167,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,3,2+pxc-dg1-167
2,AMS-IX,Amsterdam,pxc-tel-106,,,,,195.60.82.128/26,,1,2,2+pxc-tel-106
2,AMS-IX,Amsterdam,pxc-eqx-165,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,14,2+pxc-eqx-165
2,AMS-IX,Amsterdam,pxc-eq3-145,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,12,2+pxc-eq3-145
2,AMS-IX,Amsterdam,pxc-tel-125,,,,,195.60.82.128/26,,1,14,2+pxc-tel-125
2,AMS-IX,Amsterdam,pxc-glo-135,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,11,2+pxc-glo-135
2,AMS-IX,Amsterdam,pxc-eq3-160,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,17,2+pxc-eq3-160
2,AMS-IX,Amsterdam,pxc-nik-127,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,21,2+pxc-nik-127
2,AMS-IX,Amsterdam,pxc-ixn-124,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,15,2+pxc-ixn-124
2,AMS-IX,Amsterdam,pxc-eun-113,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,8,2+pxc-eun-113
2,AMS-IX,Amsterdam,pxc-nik-146,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,22,2+pxc-nik-146
2,AMS-IX,Amsterdam,pxc-ixn-172,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,6,2+pxc-ixn-172
2,AMS-IX,Amsterdam,pxc-eun-166,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,3,2+pxc-eun-166
2,AMS-IX,Amsterdam,pxc-sar-102,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,6,2+pxc-sar-102
2,AMS-IX,Amsterdam,pxc-nik-112,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,10,2+pxc-nik-112
2,AMS-IX,Haarlem,pxc-evo-143,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,17,2+pxc-evo-143
2,AMS-IX,Amsterdam,pxc-sar-111,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,13,2+pxc-sar-111
2,AMS-IX,Amsterdam,pxc-nik-116,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,11,2+pxc-nik-116
2,AMS-IX,Amsterdam,pxc-ixn-161,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,12,2+pxc-ixn-161
2,AMS-IX,Amsterdam,edge-nik-011,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,19,2+edge-nik-011
2,AMS-IX,Amsterdam,pxc-tc5-156,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,15,2+pxc-tc5-156
2,AMS-IX,Amsterdam,pxc-nik-116,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,11,2+pxc-nik-116
2,AMS-IX,Amsterdam,edge-ixn-016,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,3,2+edge-ixn-016
2,AMS-IX,Amsterdam,pxc-tel-105,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,3,2+pxc-tel-105
2,AMS-IX,Amsterdam,pxc-tc5-156,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,15,2+pxc-tc5-156
2,AMS-IX,Amsterdam,pxc-tc5-144,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,17,2+pxc-tc5-144
2,AMS-IX,Amsterdam,pxc-tel-121,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,3,2+pxc-tel-121
2,AMS-IX,Amsterdam,pxc-tc5-159,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,11,2+pxc-tc5-159
2,AMS-IX,Amsterdam,pxc-tc4-136,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,3,2+pxc-tc4-136
2,AMS-IX,Amsterdam,pxc-tel-125,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,14,2+pxc-tel-125
2,AMS-IX,Amsterdam,pxc-tc6-164,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,14,2+pxc-tc6-164
2,AMS-IX,Amsterdam,pxc-tel-152,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,10,2+pxc-tel-152
2,AMS-IX,Naaldwijk,edge-grn-023,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,1,2+edge-grn-023
2,AMS-IX,Amsterdam,pxc-tel-115,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,6,2+pxc-tel-115
2,AMS-IX,Amsterdam,pxc-tel-158,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,13,2+pxc-tel-158
2,AMS-IX,Rotterdam,edge-smt-022,,,,,195.69.147.0/26,2001:7f8:1:1::/64,1,1,2+edge-smt-022
2,AMS-IX,Amsterdam,pxc-tel-120,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,11,2+pxc-tel-120
2,AMS-IX,Amsterdam,edge-eq3-020,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,9,2+edge-eq3-020
2,AMS-IX,Amsterdam,pxc-nik-126,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,25,2+pxc-nik-126
2,AMS-IX,Amsterdam,pxc-tel-121,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,3,2+pxc-tel-121
2,AMS-IX,Amsterdam,pxc-dg1-167,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,3,2+pxc-dg1-167
2,AMS-IX,Amsterdam,edge-eqx-015,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,7,2+edge-eqx-015
2,AMS-IX,Amsterdam,pxc-tel-125,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,14,2+pxc-tel-125
2,AMS-IX,Amsterdam,pxc-eq3-145,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,12,2+pxc-eq3-145
2,AMS-IX,Amsterdam,pxc-eq3-171,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,6,2+pxc-eq3-171
2,AMS-IX,Amsterdam,pxc-tel-140,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,9,2+pxc-tel-140
2,AMS-IX,Amsterdam,pxc-eq3-160,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,17,2+pxc-eq3-160
2,AMS-IX,Amsterdam,pxc-sar-111,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,13,2+pxc-sar-111
2,AMS-IX,Naaldwijk,edge-grn-023,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,1,2+edge-grn-023
2,AMS-IX,Amsterdam,pxc-eqx-118,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,6,2+pxc-eqx-118
2,AMS-IX,Amsterdam,edge-tel-012,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,13,2+edge-tel-012
2,AMS-IX,Amsterdam,pxc-sar-101,,,,,80.249.208.0/21,2001:7f8:1::/64,1,8,2+pxc-sar-101
2,AMS-IX,Amsterdam,pxc-eqx-154,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,19,2+pxc-eqx-154
2,AMS-IX,Amsterdam,pxc-sar-114,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,12,2+pxc-sar-114
2,AMS-IX,Amsterdam,edge-eun-014,,,,,80.249.208.0/21,2001:7f8:1::/64,1,4,2+edge-eun-014
2,AMS-IX,Haarlem,pxc-evo-157,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,10,2+pxc-evo-157
2,AMS-IX,Amsterdam,edge-ixn-016,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,3,2+edge-ixn-016
2,AMS-IX,Amsterdam,pxc-tc4-150,,,,,80.249.208.0/21,2001:7f8:1::/64,1,1,2+pxc-tc4-150
2,AMS-IX,Amsterdam,pxc-glo-149,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,12,2+pxc-glo-149
2,AMS-IX,Amsterdam,pxc-tc5-144,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,17,2+pxc-tc5-144
2,AMS-IX,Amsterdam,pxc-tc5-144,,,,,80.249.208.0/21,2001:7f8:1::/64,1,17,2+pxc-tc5-144
2,AMS-IX,Amsterdam,pxc-ixn-124,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,15,2+pxc-ixn-124
2,AMS-IX,Amsterdam,edge-tc5-019,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,8,2+edge-tc5-019
2,AMS-IX,Amsterdam,pxc-tc4-136,,,,,80.249.208.0/21,2001:7f8:1::/64,1,3,2+pxc-tc4-136
2,AMS-IX,Amsterdam,pxc-nik-116,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,11,2+pxc-nik-116
2,AMS-IX,Amsterdam,pxc-tel-158,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,13,2+pxc-tel-158
2,AMS-IX,Amsterdam,pxc-tel-147,,,,,80.249.208.0/21,2001:7f8:1::/64,1,6,2+pxc-tel-147
2,AMS-IX,Amsterdam,pxc-tc5-156,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,15,2+pxc-tc5-156
2,AMS-IX,Amsterdam,edge-eq3-020,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,9,2+edge-eq3-020
2,AMS-IX,Amsterdam,pxc-dg1-167,,,,,80.249.208.0/21,2001:7f8:1::/64,1,3,2+pxc-dg1-167
2,AMS-IX,Amsterdam,pxc-tel-120,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,11,2+pxc-tel-120
2,AMS-IX,Amsterdam,pxc-dr1-174,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,11,2+pxc-dr1-174
2,AMS-IX,Amsterdam,pxc-dr1-174,,,,,80.249.208.0/21,2001:7f8:1::/64,1,11,2+pxc-dr1-174
2,AMS-IX,Amsterdam,pxc-tel-140,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,9,2+pxc-tel-140
2,AMS-IX,Amsterdam,pxc-eqx-118,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,6,2+pxc-eqx-118
2,AMS-IX,Amsterdam,pxc-eqx-118,,,,,80.249.208.0/21,2001:7f8:1::/64,1,6,2+pxc-eqx-118
2,AMS-IX,Naaldwijk,edge-grn-023,,,,,193.105.101.128/26,2001:7f8:86:3::/64,1,1,2+edge-grn-023
2,AMS-IX,Amsterdam,pxc-glo-149,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,12,2+pxc-glo-149
2,AMS-IX,Haarlem,pxc-evo-143,,,,,80.249.208.0/21,2001:7f8:1::/64,1,17,2+pxc-evo-143
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1b-eqb.sth.netnod.se,,,,,212.237.192.0/24/24,2001:7f8:d:202::/64/64,1,17,5+ag1b-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-ixn-124,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,15,2+pxc-ixn-124
2,AMS-IX,Haarlem,pxc-evo-169,,,,,80.249.208.0/21,2001:7f8:1::/64,1,4,2+pxc-evo-169
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-eqb.sth.netnod.se,,,,,212.237.192.0/24/24,2001:7f8:d:202::/64/64,1,19,5+ag1g-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-ixn-172,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,6,2+pxc-ixn-172
2,AMS-IX,Amsterdam,pxc-glo-135,,,,,80.249.208.0/21,2001:7f8:1::/64,1,11,2+pxc-glo-135
5,Netnod Stockholm (Netnod Stockholm),Stockholm,co1b-eqb.sth.netnod.se,,,,,212.237.192.0/24/24,2001:7f8:d:202::/64/64,1,15,5+co1b-eqb.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-105,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,3,2+pxc-tel-105
2,AMS-IX,Amsterdam,pxc-nik-116,,,,,80.249.208.0/21,2001:7f8:1::/64,1,11,2+pxc-nik-116
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-kn7.sth.netnod.se,,,,,212.237.192.0/24/24,2001:7f8:d:202::/64/64,1,11,5+ag1g-kn7.sth.netnod.se
2,AMS-IX,Amsterdam,pxc-tel-141,,,,,193.105.101.192/26,2001:7f8:86:2::/64,1,8,2+pxc-tel-141
2,AMS-IX,Amsterdam,pxc-tc5-156,,,,,80.249.208.0/21,2001:7f8:1::/64,1,15,2+pxc-tc5-156
5,Netnod Stockholm (Netnod Stockholm),Stockholm,ag1g-stc.sth.netnod.se,,,,,212.237.192.0/24/24,2001:7f8:d:202::/64/64,1,12,5+ag1g-stc.sth.netnod.se
